IXI_ID,R_SFG_GMT,L_SFG_GMT,R_MFG_GMT,L_MFG_GMT,R_OplFG_GMT,L_OplFG_GMT,R_TrIFG_GMT,L_TrIFG_GMT,R_OrlFG_GMT,L_OrlFG_GMT,R_PrG_GMT,L_PrG_GMT,R_TFG_GMT,L_TFG_GMT,R_GRe_GMT,R_GRe_GMT,R_MOrG_GMT,L_MOrG_GMT,R_AOrG_GMT,L_AOrG_GMT,R_POrG_GMT,L_POrG_GMT,R_ParacentralLobule_GMT,L_ParacentralLobule_GMT,R_CgG_GMT,L_CgG_GMT,R_SCA_GMT,L_SCA_GMT,R_PoG_GMT,L_PoG_GMT,R_SMG_GMT,L_SMG_GMT,R_AnG_GMT,L_AnG_GMT,R_SPL_GMT,L_SPL_GMT,R_Pcu_GMT,L_Pcu_GMT,R_tmp_GMT,L_tmp_GMT,R_STG_GMT,L_STG_GMT,R_TTG_GMT,L_TTG_GMT,R_MTG_GMT,L_MTG_GMT,R_ITG_GMT,L_ITG_GMT,R_FuG_GMT,L_FuG_GMT,R_PHG_GMT,L_PHG_GMT,R_SOG_GMT,L_SOG_GMT,R_MOcG_GMT,L_MOcG_GMT,R_IOG_GMT,L_IOG_GMT,R_LiG_GMT,L_LiG_GMT,R_Cun_GMT,L_Cun_GMT,R_Ins_GMT,L_Ins_GMT,WMV,R_SFG_GMV,L_SFG_GMV,R_MFG_GMV,L_MFG_GMV,R_HiF_GMV,L_HiF_GMV
116,3.152241,3.144092,2.77385,2.893002,2.870562,3.05285,2.882436,2.7356,2.876042,3.402193,2.69986,2.757456,2.935078,2.687451,2.712103,2.461756,2.892733,3.137361,3.067515,3.345315,3.442385,3.271033,2.345883,2.27413,2.583985,2.519091,1.844682,2.917873,2.185116,2.475753,2.772297,2.80979,2.916288,2.81368,2.69388,2.484975,2.499228,2.377198,3.714453,4.199692,3.007135,2.783313,2.576012,2.380429,2.986318,2.973213,2.76621,2.818136,2.489204,2.529574,2.749201,2.651308,2.115536,1.998905,2.723564,2.308658,2.418094,1.97727,1.80791,1.730286,2.11493,1.951163,3.736049,3.467497,560504.97,30189.91988,31617.69007,13173.80641,16472.32281,3048.447725,2280.489586
253,3.926744,3.84688,3.77271,3.755359,4.055965,3.663972,3.688239,3.742972,3.756748,3.088193,4.098879,3.719442,3.213326,2.2539,1.911366,1.714867,1.779847,1.311854,3.655409,2.311823,2.380673,1.792778,3.632741,3.776269,2.483155,2.591573,0.525493,0.626524,3.921852,3.579668,3.998696,3.847195,3.680236,3.845249,3.136895,2.872283,2.300764,2.701173,3.028675,1.991838,3.694832,3.213489,3.453741,2.920039,4.176639,3.770532,3.284632,3.436295,2.102415,2.43372,1.857197,2.309277,1.463666,1.606331,3.336704,3.48671,2.369819,2.726488,1.382805,1.71653,1.189902,1.256032,3.402042,3.05398,572240.7751,39717.98317,43363.64281,18836.8968,19277.04498,1528.087901,1606.300585
275,3.722202,3.584587,3.451602,3.705983,3.1405,3.159595,3.093386,3.275896,2.682768,3.250378,2.82484,2.940615,4.367635,3.330674,2.295155,2.143231,2.686522,2.162829,3.278037,4.175625,2.528129,3.095709,2.497541,1.986113,2.626847,1.99863,1.207836,1.00613,2.627343,3.120099,2.713038,3.451522,2.486089,3.858014,2.697107,2.467018,2.249774,1.83596,3.860501,3.831674,3.513122,3.544874,3.33145,2.701287,3.910333,3.45549,3.154431,3.297419,2.604556,2.552125,2.286614,2.66414,1.617566,1.597713,3.08388,2.983755,3.174038,2.398895,1.277546,1.413521,1.512761,1.285089,3.503359,3.26588,665778.3548,36270.97801,37530.12579,17275.17347,20337.46557,2430.638874,2221.760049
34,3.469463,3.323803,3.123999,3.246769,3.216563,3.122051,3.06136,2.958641,3.539658,3.319967,3.536196,3.246093,4.209982,2.703824,1.948364,1.953406,1.806922,1.735866,3.261916,3.168059,2.304813,2.459511,2.921241,3.242711,2.379576,2.320481,1.488276,1.258273,3.260794,2.744967,3.395175,3.17794,3.019173,2.898659,3.043539,2.509569,1.91063,2.164328,2.824972,2.150111,3.332826,3.053969,2.556104,2.503302,3.531005,3.2427,2.922018,2.73435,2.17044,2.290942,1.892824,2.316866,3.331804,3.866089,3.32746,3.240141,3.109507,3.161117,1.642725,1.901638,1.525105,1.597575,2.697119,2.663269,628844.8603,33484.20586,34345.58584,16821.77961,18817.22255,575.479556,1204.944311
67,3.722088,3.646203,3.541432,3.581864,3.182133,3.131455,3.400714,2.86945,3.100839,2.875955,3.780012,3.595121,3.844728,3.123517,1.729129,2.086994,2.541777,1.931815,3.348278,3.317758,2.799965,2.893221,3.234956,3.087677,1.940055,1.950635,0.839193,1.343804,3.686232,3.187582,3.501648,3.555792,3.503836,3.264433,2.722492,2.496879,2.431665,2.60837,4.21164,3.877653,3.722204,3.313662,2.897897,2.587846,3.640769,3.23883,2.849349,3.30758,2.21636,2.395656,2.215805,2.173738,1.971756,1.438807,2.588429,2.097792,2.406221,1.669595,1.255727,1.342951,1.598022,1.271324,3.31611,3.23952,734291.7641,41712.12467,41527.58053,18649.77991,22022.68144,2433.129797,2045.407309
176,3.867773,3.968931,3.488147,3.293931,3.179553,3.043274,3.166247,3.008118,2.949265,2.473987,4.182887,4.225786,3.173812,3.092262,1.655831,2.455955,2.204757,1.960486,3.242155,3.377948,2.950255,3.102154,3.446171,3.887804,2.433548,2.381683,1.67701,1.726933,3.66477,3.749794,3.638957,3.476271,3.234532,3.271196,2.685753,2.506195,2.036419,2.16955,3.93721,3.831092,3.548784,3.409674,3.042884,2.724078,3.257038,3.516938,2.916787,3.310033,2.231801,2.621792,2.484448,2.522422,1.29656,1.12155,2.474872,2.513265,1.944502,2.046348,1.459728,1.609185,1.138278,1.215959,3.431454,3.364352,636258.6969,31493.41248,33960.40846,14510.17548,15114.67369,2358.956182,2378.694597
111,3.338792,3.308863,3.16835,3.122068,3.064729,2.94904,3.006364,2.961152,3.167495,2.813042,2.651177,2.670101,3.525016,3.082776,3.192147,3.07422,2.662493,2.789396,3.124324,3.493343,3.570243,3.567852,2.369189,2.511149,2.619197,2.701962,2.493203,2.990766,2.454773,2.756102,2.924423,2.84109,3.03384,2.903074,2.897765,2.962187,2.538738,2.893047,4.17842,4.044118,3.289771,3.053871,2.855461,2.580323,3.218253,2.977796,3.236845,3.219442,2.684959,2.591958,3.289626,2.645428,2.529372,2.856256,3.242423,2.626533,2.740208,2.862072,2.0177,2.117811,2.351894,2.592486,3.741162,3.053085,632822.4968,34926.90413,39106.50461,18290.0804,20007.01683,2791.029873,2306.264053
178,3.156945,3.280658,3.051925,3.053203,3.094448,3.498876,3.212823,2.931914,2.891732,2.912914,2.894362,2.614314,3.428728,2.826413,3.251137,3.1824,3.078063,3.028717,3.478288,3.610218,3.763427,3.781512,2.340806,2.193297,2.4746,2.509702,4.119272,4.405835,2.373412,2.508561,2.956188,2.941127,2.944897,2.84474,2.484108,2.252728,2.468327,2.382134,4.012496,3.854917,3.198775,3.034025,2.488356,2.095498,3.036039,2.981998,3.044598,2.78662,2.725611,3.023454,3.262374,3.591409,1.933046,1.932256,2.50169,2.315998,2.161402,1.827012,1.477525,1.549984,1.697341,1.508237,3.578295,3.370718,514428.4131,28322.72261,30367.16187,12766.72078,15733.34129,2572.519448,2491.31158
315,3.285085,3.392956,3.380541,3.253459,3.32855,3.221112,3.118661,2.924531,3.034851,3.239533,2.861619,2.401405,3.344968,3.706694,3.798875,4.094832,4.545727,5.093972,3.512288,4.018363,4.076352,4.752569,2.761692,2.530797,3.027913,3.134485,4.333403,5.393984,2.573648,2.47918,3.112278,2.821104,3.152704,2.232522,2.621102,1.87595,2.773523,2.335568,5.269676,5.664814,3.545452,3.570712,3.353684,3.577482,3.30304,2.866554,3.957972,3.729497,3.397142,3.168391,3.110597,2.879977,2.039889,1.01349,2.670212,1.684166,2.098543,1.828352,1.767559,1.62847,1.874022,1.603873,3.676604,3.624861,571665.3717,31286.96148,33942.53511,14998.54106,18586.98036,2722.917291,2187.895324
87,3.699233,3.624231,3.341191,3.20263,3.725462,3.358619,3.218585,2.943484,3.450892,3.510365,2.885163,2.893178,3.667944,3.494282,3.916489,3.26162,3.188503,3.39862,4.380355,3.861699,4.405347,4.310149,2.857235,2.866528,2.760944,2.86759,3.404291,3.641938,2.856986,3.221111,3.393511,3.23272,3.430804,3.198781,3.053149,3.135146,2.854198,3.015044,4.484816,4.297669,3.516127,3.366174,3.298468,3.110166,3.340517,3.251643,3.423602,3.522333,3.261251,3.386196,4.459972,4.338288,2.168946,2.187013,2.811954,2.78764,2.857224,2.697891,2.519829,2.347785,2.052708,2.249783,4.023946,3.903763,517804.5037,36225.56693,34597.08788,15911.35295,19314.97718,2695.505227,2268.065678
69,3.152826,3.016032,2.901145,2.977859,2.888768,2.851751,2.65141,2.841796,2.711971,2.889224,2.518594,2.427722,3.556652,2.987228,2.800481,2.320973,2.65186,1.922504,3.034881,2.964611,2.929844,3.202945,2.252593,1.98712,2.374008,2.290674,3.387296,2.839085,2.301219,2.533376,3.04524,2.730298,2.725568,2.798409,2.470311,2.465528,2.395437,2.501886,3.636626,3.895217,3.063075,2.856318,2.576209,2.265517,2.940772,2.821691,2.815252,2.909909,2.520007,2.825157,3.028515,3.001276,1.921023,1.856872,2.624481,2.410116,2.225207,2.204875,1.887153,1.993915,1.912653,2.006462,2.960326,3.256231,447257.3658,21563.82953,21746.2809,9277.870178,11088.58055,2585.480789,2231.421132
93,3.818383,3.738906,3.34992,3.104588,3.10569,2.799111,3.490997,2.786032,2.841028,2.400784,3.684635,3.415179,4.152056,3.962535,2.030431,2.370569,2.135322,1.898904,3.528082,2.898585,2.56626,2.643115,3.305643,3.182111,2.430604,2.209956,1.779777,1.842184,3.179975,2.878101,3.180753,3.22063,3.303824,3.278215,2.810576,2.416497,2.21173,2.50664,3.362066,3.388619,3.329679,2.875324,2.318208,1.86576,3.258014,3.024255,2.864264,2.882277,2.127926,2.37329,2.549154,2.299644,1.696356,0.967028,2.547363,2.125744,2.187327,1.558926,1.23226,1.167706,1.148543,1.080971,3.202025,3.221274,551804.0365,33430.79714,33375.33531,12765.91691,16446.68893,2043.16999,1870.657323
150,3.898721,3.761549,3.533188,3.759399,3.440236,3.518682,3.566606,3.718956,3.750782,4.049465,3.945275,3.723948,4.153255,3.69674,2.186513,2.534363,2.608265,2.122131,4.072758,3.688709,3.371934,3.126142,2.808823,3.197523,2.377166,2.13703,1.704921,1.855454,3.107762,3.461251,3.506033,3.726357,3.400397,3.456281,3.082727,2.661056,1.779588,2.265839,4.683703,4.219288,3.778081,3.666386,2.849436,2.822415,3.847137,3.505525,3.178854,3.403227,2.211004,2.670326,2.268598,1.503592,1.860267,1.48374,2.959112,2.841845,3.021078,2.184663,1.434723,1.496112,1.397907,1.192074,3.419216,3.57584,493600.9985,30441.98146,30251.55565,12576.83835,16373.34422,1721.995218,1148.473601
128,4.051375,3.99419,3.908547,3.686717,3.978747,3.455375,4.221848,3.655285,4.135835,3.450039,4.141352,4.069988,5.528946,4.03843,2.429567,2.418022,2.587596,2.145698,4.760422,3.961677,3.587235,3.078448,3.269709,3.924027,2.559523,2.409789,2.235575,1.479843,3.534887,3.387597,3.913471,3.635116,3.485905,3.883356,2.861562,2.869276,1.910365,2.3253,4.651091,4.261103,3.806646,3.415968,3.141832,2.669597,4.090041,3.544351,3.56776,3.459408,2.335206,2.758148,2.551872,2.783819,1.393565,1.460976,2.639136,2.935766,2.181882,2.466533,1.275653,1.42933,1.212891,1.146948,3.625852,3.471753,544962.1894,34362.12032,37670.42645,13042.63525,16912.48287,1904.11798,1500.950452
238,3.443514,3.516994,3.379168,3.222156,2.981446,3.066806,3.072198,3.127189,3.11909,4.066509,2.80191,2.706017,3.902379,3.018029,4.335165,4.102763,4.58685,4.8896,3.985477,3.920529,3.893106,4.209828,2.871775,2.502321,2.538318,2.455897,3.835238,3.707719,2.655266,2.723086,3.364611,2.69405,3.131341,1.56018,2.482259,1.572809,2.267357,2.281926,4.667377,4.220976,3.584415,3.053521,3.280353,3.247843,3.718076,2.689866,4.196366,3.101164,2.871034,2.206722,3.070819,2.576126,1.614516,0.603897,2.905097,1.127994,2.204717,0.924683,1.691161,1.44097,1.548167,1.153476,3.524427,3.608975,573124.3749,27201.67964,28377.97526,13134.57229,13730.05817,2431.507273,1963.372458
140,3.392803,3.243989,3.028655,3.12774,3.016816,3.005989,3.176005,3.006101,3.510901,3.081474,3.007464,2.836829,3.220987,3.00478,3.15755,2.845581,2.887816,2.598251,3.331865,3.226491,3.443994,3.655876,2.81824,2.611671,2.737546,2.704027,3.582113,3.443287,2.820872,2.85035,3.168479,3.112916,3.039935,3.016696,2.682849,2.723005,2.854452,2.911919,3.966268,3.857977,3.284937,3.115931,2.977486,2.790271,3.337266,3.174731,3.175615,3.301567,3.068755,3.177889,3.185389,2.997511,3.072893,2.906489,2.847587,2.845188,2.947276,2.834962,2.481302,2.444459,2.224342,2.390688,3.770874,3.570134,505761.7144,30308.71355,31131.42054,14808.65342,16146.06265,2730.419532,2412.432876
57,3.437078,3.350158,3.416902,3.374265,3.271172,3.440597,3.073003,3.153756,3.084736,3.341686,3.627186,3.448331,3.345222,4.031641,2.368,2.583059,2.700966,2.7191,3.648784,3.825963,2.607972,3.508341,2.664511,2.687165,2.23259,2.128804,1.116521,0.966561,3.114719,3.234325,3.380801,3.311273,3.20014,3.256817,2.459756,2.695791,1.805174,1.910385,4.288011,4.320193,3.634323,3.098711,2.736436,2.0684,3.528056,3.243553,3.130002,3.174033,2.154796,2.724261,2.147049,2.086143,1.472579,2.823397,2.337538,3.145777,1.92677,2.630073,1.238891,1.243553,1.16166,1.491669,3.639506,3.644616,634332.5962,34409.69092,35885.7142,17030.07451,19600.70665,1621.938577,1396.233392
567,3.649069,3.599765,3.5714,3.293007,3.421222,3.343123,3.279043,3.369228,3.156035,3.471724,3.276238,3.370993,3.913885,4.010456,2.353032,2.042136,2.555106,2.331902,3.795838,3.568613,2.739766,2.771622,3.013937,2.833602,2.349423,2.299106,1.604878,2.078162,2.901822,3.044865,2.994808,3.091928,2.845,3.126642,2.363793,2.272352,2.01749,2.099422,4.10861,3.512104,3.328776,3.275558,2.452431,2.51783,3.591648,3.217872,3.089438,3.241835,2.251792,2.78934,2.566497,2.609356,1.462603,1.815861,2.402256,2.467584,2.051268,2.56772,1.212742,1.382176,1.253474,1.37013,3.470979,3.527303,519609.7208,30097.86664,31252.44732,13802.77022,15825.89133,2116.52969,2205.193908
522,5.069744,5.079937,4.973516,4.644966,3.899364,4.218165,4.490193,4.469589,4.197195,4.592104,5.279473,5.171513,5.552904,4.687617,3.22895,3.048375,3.942363,3.447397,5.081165,4.831615,3.769997,4.250196,4.122517,4.093767,3.23438,3.234211,1.998289,1.524971,4.699439,4.623533,4.433057,4.363107,4.293902,4.314157,3.977414,3.740158,2.764622,3.201587,5.010509,5.355754,4.417555,4.401998,3.388792,3.603813,4.394916,4.581985,4.017787,4.442756,2.687596,3.170037,2.829688,3.197082,2.499703,2.503712,4.059568,4.284703,2.921776,3.760616,1.853036,2.051452,2.227576,1.947127,4.298713,3.888871,611571.321,34017.86651,36031.75208,14868.10402,15953.50671,1177.583813,1748.574259
609,3.355722,3.351256,3.249043,3.39171,3.021364,3.079429,3.165349,3.194161,3.151367,2.986078,3.124345,3.260792,3.347919,4.249733,2.044815,2.268213,2.350144,2.334309,3.416467,3.817373,2.816107,3.393624,2.777964,2.731416,2.08532,2.018264,0.937119,1.035335,2.711497,2.636624,3.070296,2.848569,3.063923,2.770695,2.175632,2.363429,1.858299,2.058724,3.652627,3.729377,3.305537,2.861762,2.335614,1.921885,3.368532,2.995006,2.79543,2.753578,2.107717,2.565938,2.272357,2.101158,1.391949,1.557368,2.454385,2.531739,2.119138,2.455283,1.270753,1.195292,1.161236,1.351193,3.32326,3.377065,582802.0715,31624.41111,30486.38738,13401.42918,15620.97113,1577.40314,2141.98746
372,2.279597,2.377959,2.618986,2.672964,3.112505,2.778891,2.998858,2.762131,3.68471,2.533363,2.423924,2.135214,3.65804,3.164883,2.540348,2.388571,1.957085,2.649155,3.686699,2.547689,1.719603,2.97689,2.103909,1.598628,2.533316,2.091072,3.665501,2.592193,2.306491,2.212829,2.448281,1.599495,2.062056,2.050489,2.217844,2.412636,1.844553,1.850621,1.588316,2.784325,3.026199,1.748569,3.183628,3.388242,3.516269,1.814365,2.404459,2.084678,1.689589,1.834546,2.116527,1.02193,2.878658,2.29153,2.071121,2.001596,1.729674,1.37007,1.351244,0.745106,2.400506,2.080098,2.750142,2.424723,704127.5366,17353.18859,14725.09328,9170.377216,20637.18289,1355.908933,350.457108
58,3.03039,2.962771,2.803767,2.715323,2.85386,2.759853,2.732483,2.771479,2.65785,2.647377,2.478575,2.469042,3.228924,2.845031,2.415826,2.69659,2.327575,2.31503,3.025133,3.286275,3.244996,3.695875,2.381845,2.111649,2.435787,2.384828,3.001792,2.303633,2.389019,2.500568,2.807487,2.837207,2.747903,2.624743,2.532865,2.402436,2.41876,2.31214,3.606945,3.604488,3.111398,2.8938,2.564162,2.436056,2.858079,2.67973,2.780311,3.006818,2.829197,2.769466,3.035772,3.109814,2.080007,1.985259,2.624584,2.459419,2.506825,2.792495,2.067512,1.991857,1.904256,1.943396,3.353884,3.038632,721042.7764,37025.16154,37901.69409,16611.7107,17724.47151,3196.932958,2889.488452
596,4.853927,4.565263,4.737478,4.112597,4.296598,3.905525,4.272982,3.844949,4.520434,4.22743,4.208373,3.602768,5.72496,4.851975,5.599503,6.041069,6.284813,7.132367,5.40319,5.187312,6.017569,6.057301,4.049253,4.000859,3.980723,4.193574,3.014895,4.703531,3.592885,3.440351,3.881117,3.780719,4.402091,3.553235,3.498877,3.097111,4.203921,3.81952,6.816291,8.186046,4.156203,4.137617,4.301218,4.31711,3.931915,3.623488,4.757754,5.279522,3.871599,3.855073,4.933849,3.807972,2.193025,1.433159,3.324904,1.879823,2.456887,2.628619,3.032149,2.829356,2.867703,2.113961,4.842898,4.715138,601865.2459,29669.1888,32324.96101,14445.81713,14799.23401,3009.934454,2909.493254
