IXI_ID,R_SFG_GMT,L_SFG_GMT,R_MFG_GMT,L_MFG_GMT,R_OplFG_GMT,L_OplFG_GMT,R_TrIFG_GMT,L_TrIFG_GMT,R_OrlFG_GMT,L_OrlFG_GMT,R_PrG_GMT,L_PrG_GMT,R_TFG_GMT,L_TFG_GMT,R_GRe_GMT,R_GRe_GMT,R_MOrG_GMT,L_MOrG_GMT,R_AOrG_GMT,L_AOrG_GMT,R_POrG_GMT,L_POrG_GMT,R_ParacentralLobule_GMT,L_ParacentralLobule_GMT,R_CgG_GMT,L_CgG_GMT,R_SCA_GMT,L_SCA_GMT,R_PoG_GMT,L_PoG_GMT,R_SMG_GMT,L_SMG_GMT,R_AnG_GMT,L_AnG_GMT,R_SPL_GMT,L_SPL_GMT,R_Pcu_GMT,L_Pcu_GMT,R_tmp_GMT,L_tmp_GMT,R_STG_GMT,L_STG_GMT,R_TTG_GMT,L_TTG_GMT,R_MTG_GMT,L_MTG_GMT,R_ITG_GMT,L_ITG_GMT,R_FuG_GMT,L_FuG_GMT,R_PHG_GMT,L_PHG_GMT,R_SOG_GMT,L_SOG_GMT,R_MOcG_GMT,L_MOcG_GMT,R_IOG_GMT,L_IOG_GMT,R_LiG_GMT,L_LiG_GMT,R_Cun_GMT,L_Cun_GMT,R_Ins_GMT,L_Ins_GMT,WMV,R_SFG_GMV,L_SFG_GMV,R_MFG_GMV,L_MFG_GMV,R_HiF_GMV,L_HiF_GMV
259,3.718264,3.430204,3.465449,3.452596,3.260841,3.275018,3.247449,3.245609,3.432025,3.863059,3.280521,3.153331,3.704959,3.374123,2.382554,2.4518,2.788738,2.61288,3.869944,3.557224,2.931869,3.0056,2.869996,2.717333,2.245001,2.188063,1.918536,1.702742,2.903209,2.768462,3.513663,3.213701,3.075519,3.293592,2.700158,2.723783,2.161006,2.354927,3.923202,4.209714,3.188075,3.333313,2.328354,2.131594,3.67406,3.257932,3.462632,3.31947,2.436179,2.883647,2.756278,2.650631,1.625613,1.451727,3.133657,2.743516,2.335228,2.208532,1.514951,1.618346,1.264043,1.28768,3.082798,2.90348,415368.1754,23973.55725,24219.94832,10170.30887,12880.10691,1598.119836,1841.022617
417,2.641351,2.567818,2.589439,2.480098,2.43324,2.606764,2.569308,2.415878,2.450787,2.820882,2.259242,2.113887,2.750501,2.642898,2.447822,2.633457,2.409885,2.426366,3.116912,2.666827,2.874282,2.880287,2.119369,2.374871,2.270983,2.422005,2.737359,2.92177,1.999367,2.424335,2.533543,2.440743,2.398298,2.48031,2.171915,2.60971,2.256553,2.504625,3.534093,3.105036,2.707655,2.488113,2.489888,2.548536,3.179731,2.486702,2.711507,2.426558,2.393197,2.215377,2.811617,2.69998,2.374555,2.314844,2.594068,2.311138,2.286105,1.81711,1.549183,2.012914,1.964291,2.408124,3.797868,2.688181,551868.0611,28111.03495,28975.2766,11995.56201,14818.62472,3222.070113,2964.678679
479,2.896614,2.962358,2.78076,2.703104,2.814041,2.675175,2.699226,2.643533,2.562234,2.700704,2.360244,2.098176,2.692943,2.969017,2.519393,2.275463,2.319156,2.194588,3.086534,3.199649,2.91142,3.050073,1.983692,1.978596,2.360875,2.265128,2.905074,2.747317,2.016797,2.204291,2.734202,2.728784,2.580151,2.826311,2.340034,2.447877,2.180973,2.316731,3.411745,3.478655,2.868504,2.55868,2.253688,2.088077,2.886049,2.826632,2.654177,2.884127,2.509643,2.684552,3.578511,3.343622,2.602933,2.382481,2.771179,2.252546,2.354258,1.941446,1.516227,1.659748,1.516917,1.554352,3.149616,2.934124,490084.7891,22490.95227,22745.39188,10881.19103,11665.67981,2803.748933,2737.389584
546,4.232238,4.004784,4.076591,3.937755,3.863307,3.738121,3.838756,3.572023,3.534179,3.211369,4.157572,4.366574,5.324861,4.523185,1.560223,1.699554,2.539717,2.070088,3.638555,4.134276,2.277338,2.451892,3.19582,3.877791,2.38967,2.397871,1.006566,0.662996,3.757257,4.057546,3.920425,3.789489,3.712932,4.161067,2.91856,2.853103,2.153053,2.587383,2.505504,2.761986,3.631706,3.528473,3.073975,2.360092,3.687402,3.430096,2.97284,3.348933,1.801892,2.605273,2.177792,2.574867,1.482581,1.468814,2.9735,2.81534,2.360633,2.162963,1.345597,1.523526,1.134738,1.125252,3.38063,3.349131,446089.1596,26251.87662,27151.24203,11087.76403,12413.53615,1806.491405,1563.30159
393,2.878884,2.905154,2.917135,2.799243,2.815087,2.908717,2.769059,2.814929,3.037366,2.8433,2.260574,2.093802,3.499674,3.10593,2.326395,2.21301,2.708964,2.273965,3.439395,3.377617,3.373662,3.506568,2.033215,2.072451,2.172572,2.299896,2.183561,1.911509,2.017262,2.293957,2.62076,2.582911,2.667653,3.179454,2.450931,2.493721,2.373646,2.66215,3.6871,3.914159,2.720088,2.705536,2.349715,1.934187,2.932077,2.945281,2.548422,2.887229,2.511388,2.790093,3.265565,3.520707,1.5927,1.866371,2.496247,2.584685,2.101837,2.099275,1.509039,1.718919,1.624933,1.75623,3.029246,3.139735,493298.533,21847.37215,23297.53736,12167.89389,12431.80048,2859.496737,2470.230649
197,3.147076,3.024043,2.930891,2.964516,3.162707,3.121399,2.781195,3.016188,2.773318,3.104226,2.403337,2.36787,2.887632,2.937972,2.752811,2.733099,2.575517,2.708524,3.409245,3.021477,3.883674,3.507216,2.206535,2.138446,2.21826,2.348501,2.639055,1.863721,2.539622,2.780976,3.1472,3.176843,2.833181,3.052044,2.715457,2.533783,2.436541,2.325478,3.719693,3.843612,3.303865,2.983464,2.469917,2.185851,3.036231,2.961514,3.071052,3.25507,3.161819,3.404113,3.447201,2.909768,2.39028,2.741141,2.934113,2.907201,2.950384,2.4273,1.938009,2.123295,1.802161,1.820719,3.274126,3.278441,489209.3896,26657.84234,27912.49429,13555.76762,13321.67531,2931.538853,2266.273358
495,2.857957,2.882275,2.787989,2.938738,3.011922,2.865268,2.901398,2.701478,2.848983,2.985172,2.218082,1.976964,2.83935,3.002982,2.182514,2.144878,2.261114,2.263702,3.113232,3.509991,3.139637,3.147008,1.621472,1.700453,2.133921,2.189781,2.169762,1.920745,1.96296,2.251646,2.799954,2.786761,2.82481,2.920772,2.346799,2.374014,2.085178,2.350599,3.447331,3.631595,2.527504,2.700785,2.25222,2.261562,2.455772,2.963,2.575498,3.097099,2.51893,2.809789,2.688572,2.688995,2.18097,2.855817,2.550008,2.197076,2.218878,2.000945,1.442676,1.449791,1.535275,1.584173,3.3699,3.266036,552384.7293,25208.05989,26818.44166,12072.06102,13212.60656,2604.708547,2020.365525
260,3.526268,3.601539,3.519499,3.369801,3.163071,2.962222,2.877512,3.023551,3.191447,2.881844,3.770052,3.593018,3.234912,3.198324,1.838255,1.805239,1.896172,1.791648,3.220063,3.33842,2.322399,2.989573,3.055873,4.721543,2.280248,2.303962,2.023653,1.926943,3.150196,3.078617,3.302044,3.02555,2.901677,3.142834,2.476396,2.338177,1.9569,2.281467,3.058073,3.201427,3.271984,2.980815,2.284847,2.157804,3.178023,3.150797,2.878251,2.995966,2.400944,2.316191,2.47273,2.386784,1.622801,1.355363,2.883043,2.620063,2.459534,2.0593,1.222186,1.438555,1.261012,1.345027,3.418781,3.359931,555432.7875,27406.08547,28769.36085,15152.74079,14751.10159,2383.343254,2254.527762
182,2.914409,3.044255,2.769288,2.977699,2.996524,2.848346,2.794865,2.711994,3.190725,2.957165,2.618646,2.335716,2.720882,3.165094,2.391906,2.498275,2.514207,2.072097,3.272945,3.664493,3.508497,3.812402,1.963384,2.079476,2.304954,2.338491,3.304181,2.742389,2.410864,2.460719,3.091552,2.935085,2.757543,2.649605,2.400547,2.536285,2.337355,2.416965,3.79664,3.967466,2.950585,3.185773,2.662907,2.388073,3.018469,2.960614,2.997581,3.152661,2.908817,3.067972,3.516902,3.109327,2.198526,2.140505,2.67152,2.507659,2.789142,2.424204,1.797179,1.833545,1.722016,1.711575,3.483795,3.352988,546404.5889,26325.60506,28880.34295,12896.7958,15836.19817,2797.006501,2349.164031
266,3.182506,3.111236,3.074138,2.959357,2.83915,2.674384,2.690494,2.758825,2.797367,2.822572,2.311392,2.369368,3.620152,2.786285,2.52295,2.428229,2.441144,2.080253,3.119591,3.172467,3.195207,3.441615,2.179515,2.241213,2.336163,2.367424,2.712584,2.72938,2.145832,2.295774,2.648151,2.817654,2.654346,2.632472,2.252916,2.436011,2.397199,2.564444,3.596058,3.325932,2.681767,2.567807,2.21822,2.351057,2.859786,2.886239,2.700333,2.805094,2.219771,2.3783,3.012716,2.626403,1.880353,2.775825,2.596716,2.391718,1.917395,2.218795,1.398741,1.469182,1.508774,1.813192,3.596349,3.259106,511941.9424,22625.09126,24399.80749,10581.31128,11814.90722,2418.948794,1955.584143
277,4.445568,4.040651,4.048354,4.002234,2.56384,2.419941,2.989123,2.902669,2.853119,2.687421,3.680205,3.627554,4.648143,3.511157,2.3713,2.682082,2.102727,2.339941,3.261872,4.334805,2.637002,2.927403,2.787438,3.125386,2.320054,2.450376,2.52063,2.949325,2.98949,2.779603,3.609549,3.198113,3.274884,3.826455,2.684412,3.079807,1.880903,2.207764,2.910463,2.883022,2.948845,2.23057,2.136736,1.714508,3.712366,2.872854,3.347143,2.836572,2.480112,2.756552,2.674159,2.642734,1.806491,1.618633,2.875113,3.509911,2.911314,2.624689,1.453575,1.769887,1.204354,1.444866,3.138506,3.225599,442974.2614,27700.0369,28668.27889,12214.14044,13264.30391,2158.193698,1767.156259
442,2.947216,3.034969,3.048679,2.795313,2.827741,2.550012,2.459869,2.409499,2.783082,2.512547,2.683634,2.637852,3.445692,2.904447,3.533734,3.92071,3.758543,3.828713,3.018843,3.691026,3.091895,3.998233,2.763068,2.934099,2.791047,2.710948,2.199596,3.218835,2.347584,2.530736,2.676805,2.68823,2.421469,2.560946,2.54866,2.295491,2.814978,2.698306,3.93359,4.474409,3.07939,3.060542,3.146302,2.746128,2.962,2.531705,3.767837,3.309475,2.836679,2.837151,3.376851,2.332989,2.183914,1.239276,2.203218,1.760663,2.185288,1.568419,2.125386,1.698463,1.986306,1.686682,3.647888,3.641808,638923.2488,35614.98443,36929.11312,16561.8813,19743.75496,3283.212085,2713.301978
328,3.726103,3.656184,3.816311,3.587195,2.744447,2.618049,3.260394,2.981287,2.613212,3.407781,3.278904,3.345266,3.660078,4.313644,1.663539,1.386989,2.52134,2.29556,3.256064,3.28489,2.269882,2.734382,2.647291,2.911907,2.072328,2.249548,2.231148,2.169923,3.027154,3.018809,3.422041,3.229279,2.850809,2.976586,2.189882,2.518898,1.790587,2.105464,3.150505,3.370603,3.188169,2.819555,2.189825,2.014948,3.194151,3.165676,3.084935,2.859506,2.229892,1.99978,2.046364,2.376261,1.286897,2.063384,2.076314,2.795818,2.310225,2.62138,1.17024,1.339239,1.27975,1.389922,3.196152,3.145687,376988.4841,21907.83706,22378.57554,8902.129939,10251.50543,2329.497387,2018.397945
359,3.084636,3.189331,2.87963,2.729758,2.848952,2.676763,2.824225,2.921166,2.726776,2.265904,2.721688,2.469953,3.209771,2.920081,2.408991,2.544627,2.261281,1.894825,3.244028,3.334961,3.275466,3.089044,2.341772,2.534512,2.275774,2.448597,2.042367,3.002605,2.4462,2.636318,2.935254,2.837065,2.905772,2.908633,2.553604,2.627466,2.499866,2.677177,3.521389,3.825107,2.948695,2.981073,2.36842,2.381366,2.999669,2.81291,2.889348,2.817467,2.715003,2.952229,3.096183,3.173313,2.339409,2.532788,2.417278,2.401098,2.706253,2.466867,1.973424,2.026034,2.062415,2.017633,3.367209,3.591786,494751.6721,25263.90084,25317.43524,10783.53117,13426.71211,2617.397133,2551.544585
459,2.817915,2.880533,2.780071,2.780206,2.629753,2.548552,2.633982,2.562997,2.591904,2.422441,2.289937,2.159482,2.944336,2.935395,2.57843,2.375792,2.56374,2.15128,2.830967,2.911551,2.872784,3.072265,1.899075,1.752588,2.15032,2.249729,2.113964,2.280073,1.942572,2.252084,2.614801,2.834062,2.584,2.548877,2.098478,2.257536,2.267468,2.262429,3.469883,3.256084,2.565162,2.604543,2.087399,1.912496,2.818643,2.669874,2.728768,2.697063,2.657623,2.861166,3.029259,3.573946,1.821089,1.881286,2.263698,2.1218,2.203152,2.11371,2.036742,2.112951,1.888267,1.854164,3.14484,3.100541,436886.6976,19660.0785,21128.15344,9285.589277,9476.436101,2156.308226,1945.847389
404,3.023416,2.984249,3.043884,2.678302,3.064423,2.679644,3.001723,2.717347,2.774006,2.664823,2.368428,1.912204,3.259809,3.405681,2.55732,2.611947,2.494911,2.427718,3.082403,2.917747,3.185867,2.788657,2.281469,2.332827,2.563194,2.424622,1.346718,1.470436,2.299336,2.093552,2.664052,2.61645,2.929174,3.022105,2.476056,2.684047,2.262002,2.525362,4.016519,3.431618,2.508427,2.576609,2.107956,1.892982,2.81898,3.000786,2.575708,3.064076,1.823288,2.393904,0.479081,2.424663,1.8933,2.205086,2.98568,2.393896,2.087028,1.829362,1.301607,0.961719,1.533474,1.605122,3.061968,3.07583,602356.3987,28759.64094,29353.47555,12181.49892,13589.89204,2701.077924,2496.437146
239,3.736039,3.449911,4.097181,3.462278,3.002883,2.983115,3.407632,2.744614,2.90823,2.785264,3.778996,3.660137,2.967066,2.858154,2.239807,2.256195,2.034707,2.249199,3.268763,2.998761,2.461411,2.636938,3.029421,2.789455,2.613724,2.59455,2.147039,1.78645,3.424679,3.153217,3.400872,3.953165,3.528068,3.508299,2.436975,2.541823,2.323165,2.447263,2.773331,2.607175,3.16761,3.369043,2.435807,2.624776,3.316371,3.486159,2.928147,3.061072,2.483437,2.445089,2.322728,2.561524,1.550391,1.661375,2.592081,3.136869,2.145856,1.756868,1.248897,1.587776,1.179605,1.242176,3.337789,3.451885,382573.8901,24941.50595,25247.8739,9952.591569,11665.55818,2667.340754,2305.232878
284,3.739564,3.876062,3.808037,3.561542,3.794617,2.64482,3.20687,2.698868,3.422807,2.409711,3.859158,3.528887,3.58333,3.375758,1.845268,2.065268,2.283116,1.889731,3.235428,3.468732,2.972673,3.0249,2.911287,3.204024,2.12178,2.286987,2.26702,2.161127,3.571564,3.163368,3.489121,3.307878,2.981519,2.867409,2.366509,2.402493,1.803115,2.320992,3.567014,3.736885,3.338162,2.817254,2.402042,2.027701,3.253384,2.667762,2.857538,2.917733,2.452994,2.619783,2.348782,2.661349,1.410114,1.577184,2.201498,2.693515,2.307103,2.828039,1.432124,1.729086,1.019281,1.262279,3.007272,2.777336,461420.9345,24272.4004,26096.90708,11663.28914,12943.79794,2560.393702,2229.315025
50,3.248181,3.231089,3.157234,3.168445,3.085119,3.051829,2.932718,2.942956,3.138076,2.74884,2.499625,2.468033,3.353409,3.590653,2.736176,2.455815,2.558878,2.59587,3.970039,3.858408,3.373744,3.340222,2.193761,2.164819,2.488836,2.37041,2.202501,3.28307,2.281616,2.534473,2.831071,2.828088,2.926144,2.644598,2.629848,2.49416,2.592981,2.65467,4.082435,4.050704,3.106381,3.083332,2.308853,2.191282,3.10191,2.973547,2.928339,3.285825,2.787536,3.164892,3.186582,3.671645,2.091066,1.804473,2.768232,2.484262,2.673197,2.525892,1.661502,1.797939,2.009663,1.969898,3.71254,3.204286,539032.4037,28885.76588,29177.8643,14666.55674,16457.76981,3061.043476,2775.570458
453,3.379163,3.510284,3.367456,3.517282,2.877719,2.871194,3.013891,3.268613,2.913236,2.610781,3.319327,3.159107,3.25838,2.894867,1.877302,1.986706,2.701756,2.457025,3.484927,3.53584,2.773503,2.92877,2.484239,2.682764,2.193872,2.392348,2.084341,2.393953,3.007969,2.824839,3.002581,2.77019,3.025281,2.722014,2.47036,2.574846,2.125435,2.609864,3.336904,3.083332,3.178412,2.531626,2.142383,2.028759,3.376486,2.955952,3.391247,3.404833,2.399198,2.921919,2.267116,2.471606,1.568089,2.386047,2.525347,3.289238,2.130751,3.646214,1.348602,1.889236,1.151642,1.547547,3.877932,3.570539,531224.0352,29651.32991,30489.4863,15600.5634,14954.32965,2732.430537,2870.039762
199,2.827633,2.736706,2.750099,2.761981,2.996683,2.755747,2.851321,2.672054,2.493541,2.641004,2.388432,2.146862,2.807467,2.806776,2.800656,3.009839,2.568379,2.23231,2.971759,3.300007,3.449901,3.437046,2.06366,1.756857,2.331958,2.159162,2.089798,2.834361,2.06253,2.343519,2.731636,2.597853,2.745296,2.456836,2.284187,2.298873,2.294012,2.136773,3.533068,3.270665,2.826363,2.571668,2.188076,1.688859,3.181558,2.675099,2.736641,2.89876,2.216909,2.818032,3.086869,2.612443,1.730006,2.04864,2.610629,2.030275,1.969089,1.917403,1.373921,1.827223,1.718835,1.543449,3.515024,3.199315,514020.3893,24733.75868,25072.83147,12563.44609,13624.29134,3275.277348,2862.61975
486,3.060017,3.045026,2.867424,2.857765,2.919665,2.680739,2.942451,2.971004,3.141962,2.992651,2.110509,2.028778,3.428483,3.458543,2.454468,2.516514,2.335989,2.706261,3.29361,2.94652,3.292587,3.213602,1.842273,1.688494,2.187406,2.16917,1.602257,2.164676,2.045606,2.201623,2.42598,2.622867,2.537521,2.684651,2.159735,2.269237,2.01571,2.197801,3.877178,3.773035,2.558383,2.686573,1.96086,2.150454,2.498572,2.645414,2.320931,2.904165,2.454974,3.178186,2.969257,2.664022,1.842583,2.1701,2.269355,2.296889,1.856484,2.398933,1.827647,2.178822,1.72334,1.880207,2.918095,2.658516,402676.0033,18447.38853,19609.83461,8280.328763,9449.746203,1888.222403,1628.37132
296,4.248209,4.068982,4.22262,3.799209,3.836956,3.032689,3.378396,2.914927,3.423681,2.408901,4.782489,4.226203,2.942377,3.37558,1.621281,1.624352,2.283637,1.647019,3.102883,2.94899,2.571566,2.426692,3.106518,3.886293,2.486688,2.756355,3.087081,2.707826,4.085445,3.983618,4.186651,3.964889,3.717125,3.59216,3.233294,2.696024,2.466059,2.8498,3.025012,3.031977,3.605474,3.041169,2.807413,1.876547,3.58896,3.362066,3.364578,3.22723,2.442762,2.812632,2.308006,2.924857,1.787062,1.112848,3.022806,2.392439,2.594665,2.542928,1.273267,1.536959,1.302478,1.18856,3.562901,3.190508,376311.6865,26772.57774,27623.0816,12156.37457,12467.58906,2627.541619,2626.608677
577,5.210348,5.483328,5.313961,4.744487,4.383084,4.04635,4.344584,3.828086,4.978822,4.431647,4.019891,4.145023,5.736935,6.684762,3.78845,3.983395,4.351467,5.099959,6.790885,6.216363,4.799952,5.198389,3.458456,3.606435,3.286852,3.713337,4.163515,3.619065,3.667675,4.524262,4.597852,4.758126,4.669448,5.328051,4.029508,4.203343,3.024907,3.207422,5.873323,5.945544,4.075624,4.146386,3.564431,3.901713,4.831102,4.228488,4.641591,4.985489,3.601269,3.867923,3.893321,3.631256,2.727312,2.803333,5.400783,4.062055,4.333967,3.703437,2.12882,2.290424,2.15349,2.305094,5.092111,4.239977,459940.5516,24982.7013,26069.15353,11895.10335,12802.74019,1982.114332,1690.710897
